,CDO. MODELO,MARCA,VERSION,SPEC,TRANSMISION,MODELO,POLIZA,# ORD.,CHASIS,MOTOR,COLOR,FAB,MOD,FC,Lugar
12,J210LG-GQDF2,,SAFETY,TYH07,AUTOMATICA,TERIOS,459677,016252,JDAJ210G0F3010009,3SZ2885105,BEIGE,2014,2015,27.10.14,JAPON
13,J210LG-GQDF2,,SAFETY,TYH07,AUTOMATICA,TERIOS,459701,016253,JDAJ210G0F3010021,3SZ2885335,BEIGE,2014,2015,27.10.14,JAPON
14,J210LG-GQDF2,,SAFETY,TYH07,AUTOMATICA,TERIOS,459679,016254,JDAJ210G0F3010016,3SZ2885377,BEIGE,2014,2015,27.10.14,JAPON
15,J210LG-GQDF2,,SAFETY,TYH07,AUTOMATICA,TERIOS,459705,016255,JDAJ210G0F3010038,3SZ2885502,BLANCO,2014,2015,27.10.14,JAPON
16,J210LG-GQDF2,,SAFETY,TYH07,AUTOMATICA,TERIOS,459733,016256,JDAJ210G0F3010045,3SZ2885555,BLANCO,2014,2015,27.10.14,JAPON
17,J210LG-GQDF2,,SAFETY,TYH07,AUTOMATICA,TERIOS,459759,016257,JDAJ210G0F3010051,3SZ2885612,NEGRO,2014,2015,27.10.14,JAPON
18,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,459675,016258,JDAJ210G0F3009925,3SZ2882523,NEGRO,2014,2015,27.10.14,JAPON
19,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,459700,016259,JDAJ210G0F3009936,3SZ2883807,BLANCO,2014,2015,27.10.14,JAPON
20,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,459731,016260,JDAJ210G0F3009956,3SZ2882428,BLANCO,2014,2015,27.10.14,JAPON
21,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,459670,016261,JDAJ210G0F3009976,3SZ2883835,BEIGE,2014,2015,27.10.14,JAPON
22,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,459690,016262,JDAJ210G0F3009982,3SZ2885189,NEGRO,2014,2015,27.10.14,JAPON
23,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,459722,016263,JDAJ210G0F3009987,3SZ2885224,BEIGE,2014,2015,27.10.14,JAPON
24,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,459744,016264,JDAJ210G0F3009996,3SZ2885282,BEIGE,2014,2015,27.10.14,JAPON
25,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,459772,016265,JDAJ210G0F3010006,3SZ2885266,GRIS,2014,2015,27.10.14,JAPON
26,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,459683,016266,JDAJ210G0F3010012,3SZ2885409,GRIS,2014,2015,27.10.14,JAPON
27,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,459706,016267,JDAJ210G0F3010022,3SZ2885390,GRIS,2014,2015,27.10.14,JAPON
28,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,459735,016268,JDAJ210G0F3010032,3SZ2885500,PLATA,2014,2015,27.10.14,JAPON
29,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,459764,016269,JDAJ210G0F3010044,3SZ2885607,PLATA,2014,2015,27.10.14,JAPON
30,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,459686,016270,JDAJ210G0F3010054,3SZ2885722,PLATA,2014,2015,27.10.14,JAPON
31,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459711,016271,JDAJ200G0F3007705,3SZ2883755,GRIS,2014,2015,27.10.14,JAPON
32,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459736,016272,JDAJ200G0F3007713,3SZ2883925,PLATA,2014,2015,27.10.14,JAPON
33,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459766,016273,JDAJ200G0F3007721,3SZ2881475,PLATA,2014,2015,27.10.14,JAPON
34,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459787,016274,JDAJ200G0F3007725,3SZ2875967,GRIS,2014,2015,27.10.14,JAPON
35,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459698,016275,JDAJ200G0F3007740,3SZ2881206,BEIGE,2014,2015,27.10.14,JAPON
36,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459728,016276,JDAJ200G0F3007742,3SZ2884095,GUINDA,2014,2015,27.10.14,JAPON
37,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459752,016277,JDAJ200G0F3007753,3SZ2884132,BEIGE,2014,2015,27.10.14,JAPON
38,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459779,016278,JDAJ200G0F3007751,3SZ2879906,PLATA,2014,2015,27.10.14,JAPON
39,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459807,016279,JDAJ200G0F3007768,3SZ2879968,PLATA,2014,2015,27.10.14,JAPON
40,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459715,016280,JDAJ200G0F3007784,3SZ2884145,PLATA,2014,2015,27.10.14,JAPON
41,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459737,016281,JDAJ200G0F3007773,3SZ2885198,BEIGE,2014,2015,27.10.14,JAPON
42,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459769,016282,JDAJ200G0F3007789,3SZ2885178,BEIGE,2014,2015,27.10.14,JAPON
43,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459788,016283,JDAJ200G0F3007794,3SZ2885208,GRIS,2014,2015,27.10.14,JAPON
44,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459820,016284,JDAJ200G0F3007798,3SZ2884156,BLANCO,2014,2015,27.10.14,JAPON
45,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459823,016285,JDAJ200G0F3007803,3SZ2885231,GUINDA,2014,2015,27.10.14,JAPON
46,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459838,016286,JDAJ200G0F3007815,3SZ2885098,BLANCO,2014,2015,27.10.14,JAPON
47,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459866,016287,JDAJ200G0F3007827,3SZ2884551,GUINDA,2014,2015,27.10.14,JAPON
48,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459886,016288,JDAJ200G0F3007837,3SZ2885031,BLANCO,2014,2015,27.10.14,JAPON
49,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459830,016289,JDAJ200G0F3007852,3SZ2885252,GUINDA,2014,2015,27.10.14,JAPON
50,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459856,016290,JDAJ200G0F3007860,3SZ2885347,BLANCO,2014,2015,27.10.14,JAPON
51,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459880,016291,JDAJ200G0F3007871,3SZ2885332,MARRON BRONCE,2014,2015,27.10.14,JAPON
52,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459899,016292,JDAJ200G0F3007881,3SZ2885363,NEGRO,2014,2015,27.10.14,JAPON
53,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459833,016293,JDAJ200G0F3007901,3SZ2885486,NEGRO,2014,2015,27.10.14,JAPON
54,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459857,016294,JDAJ200G0F3007884,3SZ2885535,MARRON BRONCE,2014,2015,27.10.14,JAPON
55,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459881,016295,JDAJ200G0F3007918,3SZ2885543,MARRON BRONCE,2014,2015,27.10.14,JAPON
56,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459802,016296,JDAJ200G0F3007924,3SZ2885521,NEGRO,2014,2015,27.10.14,JAPON
57,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459829,016297,JDAJ200G0F3007952,3SZ2885646,NEGRO,2014,2015,27.10.14,JAPON
58,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,459848,016298,JDAJ200G0F3007941,3SZ2885605,MARRON BRONCE,2014,2015,27.10.14,JAPON
59,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459872,016299,JDAJ200G0F3007696,3SZ2883720,GRIS,2014,2015,27.10.14,JAPON
60,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459888,016300,JDAJ200G0F3007702,3SZ2883717,BEIGE,2014,2015,27.10.14,JAPON
61,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459914,016301,JDAJ200G0F3007709,3SZ2883712,GRIS,2014,2015,27.10.14,JAPON
62,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459941,016302,JDAJ200G0F3007717,3SZ2882804,BEIGE,2014,2015,27.10.14,JAPON
63,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459958,016303,JDAJ200G0F3007729,3SZ2882520,GRIS,2014,2015,27.10.14,JAPON
64,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459897,016304,JDAJ200G0F3007736,3SZ2882527,BEIGE,2014,2015,27.10.14,JAPON
65,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459923,016305,JDAJ200G0F3007733,3SZ2882519,GRIS,2014,2015,27.10.14,JAPON
66,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459949,016306,JDAJ200G0F3007748,3SZ2882370,NEGRO,2014,2015,27.10.14,JAPON
67,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459968,016307,JDAJ200G0F3007755,3SZ2882516,GRIS,2014,2015,27.10.14,JAPON
68,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459902,016308,JDAJ200G0F3007760,3SZ2882364,BEIGE,2014,2015,27.10.14,JAPON
69,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459929,016309,JDAJ200G0F3007770,3SZ2883832,BEIGE,2014,2015,27.10.14,JAPON
70,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459783,016310,JDAJ200G0F3007774,3SZ2885122,GRIS,2014,2015,27.10.14,JAPON
71,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459812,016311,JDAJ200G0F3007777,3SZ2883825,GRIS,2014,2015,27.10.14,JAPON
72,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459784,016312,JDAJ200G0F3007781,3SZ2883867,BEIGE,2014,2015,27.10.14,JAPON
73,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459819,016313,JDAJ200G0F3007785,3SZ2883819,GRIS,2014,2015,27.10.14,JAPON
74,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459835,016314,JDAJ200G0F3007809,3SZ2885176,PLATA,2014,2015,27.10.14,JAPON
75,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459863,016315,JDAJ200G0F3007812,3SZ2885207,BEIGE,2014,2015,27.10.14,JAPON
76,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459786,016316,JDAJ200G0F3007819,3SZ2885168,MARRON BRONCE,2014,2015,27.10.14,JAPON
77,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459818,016317,JDAJ200G0F3007820,3SZ2885190,PLATA,2014,2015,27.10.14,JAPON
78,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459834,016318,JDAJ200G0F3007835,3SZ2885309,BLANCO,2014,2015,27.10.14,JAPON
79,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459861,016319,JDAJ200G0F3007846,3SZ2885297,PLATA,2014,2015,27.10.14,JAPON
80,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459793,016320,JDAJ200G0F3007856,3SZ2885289,BLANCO,2014,2015,27.10.14,JAPON
81,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459824,016321,JDAJ200G0F3007853,3SZ2885248,MARRON BRONCE,2014,2015,27.10.14,JAPON
82,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459839,016322,JDAJ200G0F3007862,3SZ2885417,MARRON BRONCE,2014,2015,27.10.14,JAPON
83,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459865,016323,JDAJ200G0F3007865,3SZ2885463,PLATA,2014,2015,27.10.14,JAPON
84,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459767,016324,JDAJ200G0F3007875,3SZ2885446,BLANCO,2014,2015,27.10.14,JAPON
85,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459785,016325,JDAJ200G0F3007885,3SZ2885434,PLATA,2014,2015,27.10.14,JAPON
86,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459817,016326,JDAJ200G0F3007889,3SZ2885514,BLANCO,2014,2015,27.10.14,JAPON
87,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459836,016327,JDAJ200G0F3007893,3SZ2885593,MARRON BRONCE,2014,2015,27.10.14,JAPON
88,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459775,016328,JDAJ200G0F3007911,3SZ2885481,MARRON BRONCE,2014,2015,27.10.14,JAPON
89,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459797,016329,JDAJ200G0F3007912,3SZ2885554,PLATA,2014,2015,27.10.14,JAPON
90,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459826,016330,JDAJ200G0F3007915,3SZ2885519,BLANCO,2014,2015,27.10.14,JAPON
91,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459846,016331,JDAJ200G0F3007929,3SZ2885663,BLANCO,2014,2015,27.10.14,JAPON
92,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459778,016332,JDAJ200G0F3007931,3SZ2885596,MARRON BRONCE,2014,2015,27.10.14,JAPON
93,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459801,016333,JDAJ200G0F3007935,3SZ2885633,PLATA,2014,2015,27.10.14,JAPON
94,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459828,016334,JDAJ200G0F3007948,3SZ2885533,GUINDA,2014,2015,27.10.14,JAPON
95,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459847,016335,JDAJ200G0F3007954,3SZ2885613,MARRON BRONCE,2014,2015,27.10.14,JAPON
96,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459831,016336,JDAJ200G0F3007956,3SZ2885700,BLANCO,2014,2015,27.10.14,JAPON
97,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,459855,016337,JDAJ200G0F3007965,3SZ2885688,NEGRO,2014,2015,27.10.14,JAPON
1,J210LG-GQDF2,,SAFETY,TYH07,AUTOMATICA,TERIOS,481999,016581,JDAJ210G0F3010063,3SZ2885631,NEGRO,2014,2015,06.11.14,JAPON
2,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,482008,016582,JDAJ210G0F3010064,3SZ2885684,GUINDA,2014,2015,06.11.14,JAPON
3,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,482027,016583,JDAJ210G0F3010070,3SZ2885739,GUINDA,2014,2015,06.11.14,JAPON
4,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,482047,016584,JDAJ210G0F3010068,3SZ2886000,MARRON BRONCE,2014,2015,06.11.14,JAPON
5,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,482050,016585,JDAJ210G0F3010078,3SZ2885919,MARRON BRONCE,2014,2015,06.11.14,JAPON
6,J210LG-GMDF2,,SAFETY,TYG07,MECANICA,TERIOS,482061,016586,JDAJ210G0F3010074,3SZ2886003,MARRON BRONCE,2014,2015,06.11.14,JAPON
7,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,482080,016587,JDAJ200G0F3007968,3SZ2885659,NEGRO,2014,2015,06.11.14,JAPON
8,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,482097,016588,JDAJ200G0F3008011,3SZ2885676,GRIS,2014,2015,06.11.14,JAPON
9,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,482119,016589,JDAJ200G0F3007976,3SZ2885711,NEGRO,2014,2015,06.11.14,JAPON
10,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,482159,016590,JDAJ200G0F3007982,3SZ2885707,GUINDA,2014,2015,06.11.14,JAPON
11,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,482178,016591,JDAJ200G0F3007985,3SZ2885828,GUINDA,2014,2015,06.11.14,JAPON
12,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,482192,016592,JDAJ200G0F3007973,3SZ2885756,NEGRO,2014,2015,06.11.14,JAPON
13,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,482206,016593,JDAJ200G0F3007994,3SZ2885813,NEGRO,2014,2015,06.11.14,JAPON
14,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,482234,016594,JDAJ200G0F3007992,3SZ2885737,NEGRO,2014,2015,06.11.14,JAPON
15,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,482063,016595,JDAJ200G0F3007996,3SZ2885787,GUINDA,2014,2015,06.11.14,JAPON
16,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,482084,016596,JDAJ200G0F3008000,3SZ2885909,GUINDA,2014,2015,06.11.14,JAPON
17,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,482101,016597,JDAJ200G0F3008003,3SZ2885898,NEGRO,2014,2015,06.11.14,JAPON
18,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,482124,016598,JDAJ200G0F3008016,3SZ2885953,GUINDA,2014,2015,06.11.14,JAPON
19,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,482145,016599,JDAJ200G0F3008021,3SZ2885857,GUINDA,2014,2015,06.11.14,JAPON
1,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47443,001100,JDAJ200G0F3008361,3SZ2886107,NEGRO,2015,2015,10.02.15,JAPON
2,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47454,001101,JDAJ200G0F3008359,3SZ2886119,MARRON BRONCE,2015,2015,10.02.15,JAPON
3,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47466,001102,JDAJ200G0F3008365,3SZ2886125,MARRON BRONCE,2015,2015,10.02.15,JAPON
4,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47484,001103,JDAJ200G0F3008372,3SZ2886126,NEGRO,2015,2015,10.02.15,JAPON
5,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47501,001104,JDAJ200G0F3008381,3SZ2883640,MARRON BRONCE,2015,2015,10.02.15,JAPON
6,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47513,001105,JDAJ200G0F3008382,3SZ2886165,NEGRO,2015,2015,10.02.15,JAPON
7,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47451,001106,JDAJ200G0F3008386,3SZ2886169,MARRON BRONCE,2015,2015,10.02.15,JAPON
8,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47465,001107,JDAJ200G0F3008392,3SZ2886138,NEGRO,2015,2015,10.02.15,JAPON
9,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47468,001108,JDAJ200G0F3008408,3SZ2887658,GUINDA,2015,2015,10.02.15,JAPON
10,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47482,001109,JDAJ200G0F3008404,3SZ2887702,BLANCO,2015,2015,10.02.15,JAPON
11,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47497,001110,JDAJ200G0F3008417,3SZ2887878,GUINDA,2015,2015,10.02.15,JAPON
12,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47512,001111,JDAJ200G0F3008420,3SZ2887760,BLANCO,2015,2015,10.02.15,JAPON
13,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47488,001112,JDAJ200G0F3008428,3SZ2887925,GUINDA,2015,2015,10.02.15,JAPON
14,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47504,001113,JDAJ200G0F3008424,3SZ2887901,BLANCO,2015,2015,10.02.15,JAPON
15,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47514,001114,JDAJ200G0F3008434,3SZ2887914,BLANCO,2015,2015,10.02.15,JAPON
16,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47527,001115,JDAJ200G0F3008438,3SZ2888222,GUINDA,2015,2015,10.02.15,JAPON
17,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47489,001116,JDAJ200G0F3008448,3SZ2888412,PLATA,2015,2015,10.02.15,JAPON
18,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47506,001117,JDAJ200G0F3008451,3SZ2888442,BEIGE,2015,2015,10.02.15,JAPON
19,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47515,001118,JDAJ200G0F3008463,3SZ2888464,PLATA,2015,2015,10.02.15,JAPON
20,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47528,001119,JDAJ200G0F3008462,3SZ2888415,BEIGE,2015,2015,10.02.15,JAPON
21,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47540,001120,JDAJ200G0F3008476,3SZ2888434,PLATA,2015,2015,10.02.15,JAPON
22,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47495,001121,JDAJ200G0F3008479,3SZ2888491,BEIGE,2015,2015,10.02.15,JAPON
23,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47508,001122,JDAJ200G0F3008489,3SZ2888568,BEIGE,2015,2015,10.02.15,JAPON
24,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47522,001123,JDAJ200G0F3008494,3SZ2888590,PLATA,2015,2015,10.02.15,JAPON
25,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47532,001124,JDAJ200G0F3008510,3SZ2888573,GRIS,2015,2015,10.02.15,JAPON
26,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47545,001125,JDAJ200G0F3008504,3SZ2888601,PLATA,2015,2015,10.02.15,JAPON
27,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47524,001126,JDAJ200G0F3008522,3SZ2888578,GRIS,2015,2015,10.02.15,JAPON
28,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47534,001127,JDAJ200G0F3008529,3SZ2888611,GRIS,2015,2015,10.02.15,JAPON
29,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47547,001128,JDAJ200G0F3008537,3SZ2888635,GRIS,2015,2015,10.02.15,JAPON
30,J200LG-GMDF2,,ALLOY,TYE09,MECANICA,TERIOS,47557,001129,JDAJ200G0F3008534,3SZ2888617,GRIS,2015,2015,10.02.15,JAPON
31,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,47567,001130,JDAJ200G0F3008327,3SZ2885801,GRIS,2015,2015,10.02.15,JAPON
32,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,47576,001131,JDAJ200G0F3008328,3SZ2885775,PLATA,2015,2015,10.02.15,JAPON
33,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,47526,001132,JDAJ200G0F3008341,3SZ2885817,GUINDA,2015,2015,10.02.15,JAPON
34,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,47536,001133,JDAJ200G0F3008342,3SZ2885793,BEIGE,2015,2015,10.02.15,JAPON
35,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,47550,001134,JDAJ200G0F3008348,3SZ2885829,BLANCO,2015,2015,10.02.15,JAPON
36,J200LG-GQDF2,,BASIC,TYF09,AUTOMATICA,TERIOS,47559,001135,JDAJ200G0F3008350,3SZ2885896,MARRON BRONCE,2015,2015,10.02.15,JAPON
